Date,Code,Year,Entry_Price,Return,Holding_Days,Exit_Reason
2023-04-11,36930,2023,19100,-3.0,1,STOP_LOSS_3%
2023-07-17,36930,2023,21450,-3.0,1,STOP_LOSS_3%
2023-09-14,36930,2023,31700,-3.0,2,STOP_LOSS_3%
2024-02-28,36930,2024,40000,-3.0,1,STOP_LOSS_3%
2024-10-29,36930,2024,31050,-3.0,1,STOP_LOSS_3%
2023-07-27,39030,2023,156100,-3.0,1,STOP_LOSS_3%
2024-01-19,39030,2024,183900,-3.0,6,STOP_LOSS_3%
2024-04-04,39030,2024,259000,-3.0,1,STOP_LOSS_3%
2024-07-04,39030,2024,200000,-3.0,9,STOP_LOSS_3%
2021-12-09,39200,2021,34948,-3.0,10,STOP_LOSS_3%
2022-05-20,39200,2022,27032,-1.4279372595442439,10,MAX_DAYS
2022-11-15,39200,2022,20500,-3.0,2,STOP_LOSS_3%
2023-07-21,39200,2023,26050,23.80038387715931,10,MAX_DAYS
2023-07-27,39200,2023,31300,-3.0,5,STOP_LOSS_3%
2024-06-03,39200,2024,37300,-3.0,2,STOP_LOSS_3%
2024-08-23,39200,2024,39950,-3.0,2,STOP_LOSS_3%
2024-02-01,39490,2024,107600,13.197026022304833,10,MAX_DAYS
2021-08-04,41510,2021,71900,-3.0,1,STOP_LOSS_3%
2021-10-05,41510,2021,79000,-3.0,1,STOP_LOSS_3%
2021-02-17,42000,2021,41500,-3.0,1,STOP_LOSS_3%
2021-08-04,42000,2021,37850,1.8494055482166447,10,MAX_DAYS
2021-08-06,42000,2021,44800,-3.0,2,STOP_LOSS_3%
2022-09-06,42000,2022,12950,-3.0,1,STOP_LOSS_3%
2022-11-23,42000,2022,11800,-3.0,3,STOP_LOSS_3%
2023-06-23,42000,2023,9780,56.032719836400815,10,MAX_DAYS
2023-06-26,42000,2023,11840,37.75337837837838,10,MAX_DAYS
2023-06-27,42000,2023,15390,-3.0,2,STOP_LOSS_3%
2023-10-30,42000,2023,12940,-3.0,1,STOP_LOSS_3%
2023-11-16,42000,2023,14610,12.799452429842573,10,MAX_DAYS
2024-05-09,42000,2024,19390,-3.0,1,STOP_LOSS_3%
2024-06-07,42000,2024,28250,-3.0,1,STOP_LOSS_3%
2024-06-19,42000,2024,37350,-3.0,9,STOP_LOSS_3%
2022-02-23,42660,2022,23987,-3.0,1,STOP_LOSS_3%
2022-09-26,42660,2022,22166,-3.0,1,STOP_LOSS_3%
2023-05-22,42660,2023,25764,-3.0,4,STOP_LOSS_3%
2023-06-16,42660,2023,29451,13.724491528301247,10,MAX_DAYS
2023-06-20,42660,2023,33937,-3.0,2,STOP_LOSS_3%
2023-11-28,42660,2023,25550,2.73972602739726,10,MAX_DAYS
2024-03-14,42660,2024,27000,1.4814814814814816,10,MAX_DAYS
2024-04-18,42660,2024,33300,-3.0,1,STOP_LOSS_3%
2024-11-07,42660,2024,33850,5.908419497784342,10,MAX_DAYS
2024-11-14,42660,2024,39200,-3.0,1,STOP_LOSS_3%
2021-02-19,42700,2021,12125,-3.0,2,STOP_LOSS_3%
2023-03-24,42700,2023,19940,-3.0,7,STOP_LOSS_3%
2023-05-19,42700,2023,25950,-3.0,10,STOP_LOSS_3%
2023-07-13,42700,2023,41200,11.407766990291263,10,MAX_DAYS
2023-08-18,42700,2023,57800,-3.0,2,STOP_LOSS_3%
2024-02-08,42700,2024,78500,-3.0,3,STOP_LOSS_3%
2024-03-28,42700,2024,134000,-3.0,1,STOP_LOSS_3%
2024-12-11,42700,2024,80900,1.9777503090234856,10,MAX_DAYS
2021-06-22,43260,2021,1810,-3.0,1,STOP_LOSS_3%
2021-07-22,43260,2021,2065,-3.0,1,STOP_LOSS_3%
2022-01-11,43260,2022,1875,-3.0,1,STOP_LOSS_3%
2023-05-04,43260,2023,1596,-3.0,1,STOP_LOSS_3%
2024-02-27,43260,2024,1583,-3.0,2,STOP_LOSS_3%
2024-03-25,43260,2024,1900,-3.0,10,STOP_LOSS_3%
2024-05-03,43260,2024,1860,16.93548387096774,10,MAX_DAYS
2024-05-16,43260,2024,2245,-3.0,1,STOP_LOSS_3%
2023-01-06,47040,2023,4490,3.4521158129175946,10,MAX_DAYS
2021-02-01,47050,2021,18300,24.316939890710383,10,MAX_DAYS
2021-02-04,47050,2021,22600,-3.0,1,STOP_LOSS_3%
2021-07-23,47050,2021,27200,-3.0,2,STOP_LOSS_3%
2023-04-14,47050,2023,26500,1.1320754716981132,10,MAX_DAYS
2023-04-17,47050,2023,30300,-3.0,3,STOP_LOSS_3%
2023-06-08,47050,2023,38700,-3.0,1,STOP_LOSS_3%
2023-07-26,47050,2023,85100,-3.0,1,STOP_LOSS_3%
2023-11-06,47050,2023,65200,-3.0,1,STOP_LOSS_3%
2024-03-12,47050,2024,60800,-3.0,3,STOP_LOSS_3%
2024-06-03,47050,2024,51200,-3.0,1,STOP_LOSS_3%
2024-06-11,47050,2024,53700,21.787709497206702,10,MAX_DAYS
2024-06-13,47050,2024,65700,-3.0,4,STOP_LOSS_3%
2021-02-04,47810,2021,39200,-3.0,1,STOP_LOSS_3%
2021-02-02,48410,2021,14323,-3.0,1,STOP_LOSS_3%
2021-04-08,48410,2021,22828,-3.0,1,STOP_LOSS_3%
2021-05-13,48410,2021,18163,-3.0,2,STOP_LOSS_3%
2021-06-10,48410,2021,17410,-3.0,1,STOP_LOSS_3%
2021-09-27,48410,2021,15030,-3.0,4,STOP_LOSS_3%
2021-11-29,48410,2021,12698,-3.0,1,STOP_LOSS_3%
2021-12-15,48410,2021,13664,-3.0,1,STOP_LOSS_3%
2022-01-27,48410,2022,13640,-3.0,3,STOP_LOSS_3%
2022-02-03,48410,2022,15713,-3.0,1,STOP_LOSS_3%
2022-02-14,48410,2022,15431,-3.0,1,STOP_LOSS_3%
2022-08-26,48410,2022,14983,-3.0,1,STOP_LOSS_3%
2022-09-02,48410,2022,18564,-3.0,8,STOP_LOSS_3%
2023-05-04,48410,2023,11025,-3.0,1,STOP_LOSS_3%
2023-06-09,48410,2023,15572,-3.0,3,STOP_LOSS_3%
2023-06-13,48410,2023,18069,-3.0,1,STOP_LOSS_3%
2023-08-03,48410,2023,13145,-3.0,1,STOP_LOSS_3%
2023-08-09,48410,2023,13122,-3.0,1,STOP_LOSS_3%
2023-09-22,48410,2023,13357,-3.0,1,STOP_LOSS_3%
2023-10-20,48410,2023,14794,-3.0,10,STOP_LOSS_3%
2024-08-28,48410,2024,10153,-3.0,1,STOP_LOSS_3%
2022-03-11,51600,2022,44350,-3.0,1,STOP_LOSS_3%
2022-04-19,52400,2022,26500,-3.0,1,STOP_LOSS_3%
2023-09-19,52400,2023,21750,-3.0,1,STOP_LOSS_3%
