매수일자,종목코드,종목명,시장,수급필터,진입가(종가),당일수익률(%),VR,10일후수익률(%),20일후수익률(%)
2025-11-26,082920,비츠로셀,KOSDAQ,금융투자 10D SELL,14786,11.19,4.17,20.52,23.97
2025-11-27,437730,삼현,KOSDAQ,연기금 30D SELL,41600,27.02,6.53,19.71,32.93
2025-11-27,424870,이뮨온시아,KOSDAQ,금융투자 10D SELL,10840,23.6,3.75,30.54,31.92
2025-11-27,424870,이뮨온시아,KOSDAQ,연기금 30D SELL,10840,23.6,3.75,30.54,31.92
2025-11-28,100790,미래에셋벤처투자,KOSDAQ,연기금 30D SELL,9390,10.08,5.55,12.89,36.32
2025-11-28,042000,카페24,KOSDAQ,연기금 30D SELL,34750,11.56,3.85,-5.47,-13.24
2025-11-28,100790,미래에셋벤처투자,KOSDAQ,개인 30D BUY,9390,10.08,5.55,12.89,36.32
2025-11-28,319400,현대무벡스,KOSDAQ,개인 30D BUY,9410,6.93,3.28,19.98,116.26
2025-11-28,950160,코오롱티슈진,KOSDAQ,금융투자 10D SELL,85400,22.0,3.66,-4.92,-8.08
2025-12-01,005290,동진쎄미켐,KOSDAQ,연기금 30D SELL,40150,8.22,5.23,-8.97,-8.72
2025-12-03,032190,다우데이타,KOSDAQ,금융투자 10D SELL,19360,7.74,4.45,3.25,
2025-12-03,090360,로보스타,KOSDAQ,연기금 30D SELL,78000,6.27,3.87,-7.31,
2025-12-04,108490,로보티즈,KOSDAQ,금융투자 10D SELL,288000,6.86,3.22,-7.29,
2025-12-04,030530,원익홀딩스,KOSDAQ,개인 30D BUY,27750,12.8,4.67,16.4,
2025-12-05,083650,비에이치아이,KOSDAQ,연기금 30D SELL,59600,13.96,6.05,-7.89,
2025-12-05,232140,와이씨,KOSDAQ,연기금 30D SELL,15100,7.78,3.88,-8.68,
2025-12-08,043260,성호전자,KOSDAQ,개인 30D BUY,3860,22.15,8.93,105.7,
2025-12-08,295310,에이치브이엠,KOSDAQ,개인 30D BUY,26000,5.48,5.5,100.77,
2025-12-08,319400,현대무벡스,KOSDAQ,개인 30D BUY,10940,10.28,3.83,47.44,
2025-12-09,466100,클로봇,KOSDAQ,금융투자 10D SELL,48650,5.99,3.45,35.87,
2025-12-09,082920,비츠로셀,KOSDAQ,연기금 30D SELL,19430,10.0,4.25,-2.21,
2025-12-10,281740,레이크머티리얼즈,KOSDAQ,연기금 30D SELL,16130,6.47,8.55,-7.5,
2025-12-10,124500,아이티센글로벌,KOSDAQ,금융투자 10D SELL,25750,13.44,7.72,28.93,
2025-12-11,347700,스피어,KOSDAQ,금융투자 10D SELL,9480,9.47,5.45,37.24,
2025-12-11,056080,유진로봇,KOSDAQ,금융투자 10D SELL,14840,7.46,5.52,-6.67,
2025-12-11,003380,하림지주,KOSDAQ,개인 30D BUY,11530,21.62,6.36,-8.33,
2025-12-11,003380,하림지주,KOSDAQ,금융투자 10D SELL,11530,21.62,6.36,-8.33,
2025-12-12,099320,쎄트렉아이,KOSDAQ,연기금 30D SELL,58000,9.23,3.95,10.0,
2025-12-12,099320,쎄트렉아이,KOSDAQ,개인 30D BUY,58000,9.23,3.95,10.0,
2025-12-12,319400,현대무벡스,KOSDAQ,개인 30D BUY,11290,9.4,3.22,80.25,
2025-12-15,090710,휴림로봇,KOSDAQ,연기금 30D SELL,6280,8.28,3.34,18.63,
2025-12-15,090710,휴림로봇,KOSDAQ,개인 30D BUY,6280,8.28,3.34,18.63,
2025-12-15,347700,스피어,KOSDAQ,금융투자 10D SELL,12040,7.5,6.14,22.01,
2025-12-16,376300,디어유,KOSDAQ,개인 30D BUY,35900,7.97,3.41,,
2025-12-16,140410,메지온,KOSDAQ,개인 30D BUY,97000,28.99,7.05,,
2025-12-16,376300,디어유,KOSDAQ,연기금 30D SELL,35900,7.97,3.41,,
2025-12-18,295310,에이치브이엠,KOSDAQ,연기금 30D SELL,41750,13.3,4.83,,
2025-12-18,319400,현대무벡스,KOSDAQ,연기금 30D SELL,13600,11.29,3.33,,
2025-12-18,100790,미래에셋벤처투자,KOSDAQ,연기금 30D SELL,14240,21.09,8.94,,
2025-12-18,319400,현대무벡스,KOSDAQ,개인 30D BUY,13600,11.29,3.33,,
2025-12-18,100790,미래에셋벤처투자,KOSDAQ,개인 30D BUY,14240,21.09,8.94,,
2025-12-22,189300,인텔리안테크,KOSDAQ,연기금 30D SELL,60500,15.24,6.62,,
2025-12-22,295310,에이치브이엠,KOSDAQ,연기금 30D SELL,52200,6.86,4.89,,
2025-12-22,099320,쎄트렉아이,KOSDAQ,개인 30D BUY,65800,7.87,3.29,,
2025-12-22,100790,미래에셋벤처투자,KOSDAQ,개인 30D BUY,22200,20.39,4.49,,
2025-12-22,319400,현대무벡스,KOSDAQ,연기금 30D SELL,16130,18.26,3.45,,
2025-12-22,036810,에프에스티,KOSDAQ,연기금 30D SELL,33816,10.71,4.04,,
2025-12-22,218410,RFHIC,KOSDAQ,연기금 30D SELL,36200,11.56,3.3,,
2025-12-22,319400,현대무벡스,KOSDAQ,금융투자 10D SELL,16130,18.26,3.45,,
2025-12-22,100790,미래에셋벤처투자,KOSDAQ,금융투자 10D SELL,22200,20.39,4.49,,
2025-12-22,295310,에이치브이엠,KOSDAQ,개인 30D BUY,52200,6.86,4.89,,
2025-12-22,319400,현대무벡스,KOSDAQ,개인 30D BUY,16130,18.26,3.45,,
2025-12-23,124500,아이티센글로벌,KOSDAQ,금융투자 10D SELL,31050,8.19,3.04,,
2025-12-26,476060,온코닉테라퓨틱스,KOSDAQ,연기금 30D SELL,21800,14.02,3.31,,
2025-12-26,476060,온코닉테라퓨틱스,KOSDAQ,개인 30D BUY,21800,14.02,3.31,,
2025-12-29,403870,HPSP,KOSDAQ,연기금 30D SELL,33200,6.07,3.52,,
2025-12-29,090710,휴림로봇,KOSDAQ,금융투자 10D SELL,7980,26.67,4.94,,
2025-12-30,131970,두산테스나,KOSDAQ,연기금 30D SELL,53200,6.51,4.04,,
2025-12-30,122870,와이지엔터테인먼트,KOSDAQ,개인 30D BUY,69400,6.93,3.11,,
